nivel_cuenta
19
33
28
26
20
22
17
26
15
29
31
10
35
36
29
29
25
21
33
29
13
32
12
21
24
22
32
23
20
21
16
34
24
20
36
34
16
15
22
35
11
23
22
26
19
16
27
22
21
12
19
13
19
26
29
21
12
22
11
28
20
33
28
26
21
22
17
26
15
30
31
10
35
37
29
29
25
21
33
29
13
32
12
21
24
22
32
23
20
21
16
34
24
20
36
35
16
15
23
35
11
23
22
26
20
16
27
23
22
12
20
13
20
27
29
21
12
22
11
28
20
34
28
26
21
22
17
26
15
30
32
10
36
37
30
29
25
21
34
29
13
33
12
22
25
22
32
23
20
21
16
34
24
20
37
35
16
15
23
36
12
24
22
26
20
16
27
23
22
12
21
13
20
28
29
21
13
22
12
28
20
34
28
26
22
23
17
26
15
30
32
10
36
37
30
30
26
21
34
29
13
33
12
22
25
22
32
23
21
21
16
34
24
20
38
35
16
16
23
37
12
25
23
26
21
16
27
23
22
13
21
13
20
29
29
21
13
22
12
28
20
34
28
27
23
23
17
26
16
31
32
11
36
37
30
30
26
21
35
30
13
33
12
22
25
22
33
24
21
21
16
34
24
20
38
35
17
16
23
37
12
25
23
26
21
16
28
23
22
13
22
14
20
29
30
22
14
23
12
28
20
34
28
27
23
23
17
27
16
31
33
12
37
37
30
30
26
21
36
30
13
33
12
22
25
23
33
24
21
21
17
34
24
20
38
35
17
16
24
37
12
25
23
26
21
16
29
23
23
14
22
14
20
29
30
22
15
23
12
28
20
34
29
28
24
23
17
27
16
31
33
12
37
37
30
30
26
21
36
30
13
33
12
22
25
23
33
24
21
21
17
35
24
20
38
35
17
16
25
37
12
26
23
26
21
16
29
23
23
14
23
14
20
30
30
22
16
23
13
29
20
34
29
28
24
24
17
27
16
31
34
12
37
37
30
31
26
21
36
30
14
33
12
22
25
23
33
24
21
22
17
35
24
20
38
35
17
16
25
38
13
26
23
27
22
17
29
23
24
14
24
14
21
31
31
22
17
23
14
29
20
34
30
28
24
24
17
27
16
31
34
13
37
37
30
31
27
22
36
31
15
33
12
23
25
24
33
25
21
22
18
35
25
21
38
35
17
16
25
39
14
27
23
27
23
18
29
23
24
14
24
14
21
31
31
22
18
23
14
29
20
35
30
28
24
24
17
27
16
32
34
13
37
37
31
31
28
22
36
31
15
33
12
23
25
24
33
25
21
22
18
35
25
21
39
35
17
17
25
39
15
27
23
27
23
18
29
23
24
15
24
14
21
31
31
22
18
23
15
29
21
35
30
28
25
25
17
27
17
32
35
13
37
38
31
32
28
22
36
32
15
34
12
23
25
24
33
25
22
22
19
35
25
21
39
35
17
18
26
40
16
27
24
28
23
18
29
24
25
15
24
15
21
32
32
23
19
23
15
29
21
36
30
28
26
25
17
27
17
33
35
13
37
38
31
32
28
22
37
33
15
34
12
23
26
24
33
25
22
23
19
35
25
21
39
36
17
18
26
40
16
27
24
28
23
18
30
24
25
16
25
15
22
33
32
23
19
23
15
29
22
36
30
28
26
26
17
28
17
33
35
13
37
39
32
32
29
22
37
34
15
34
12
23
27
25
33
25
22
23
19
35
25
21
40
36
17
18
26
40
16
28
25
29
23
18
31
24
25
16
25
15
22
33
32
23
19
23
15
29
23
36
31
28
26
26
17
29
17
33
35
13
37
39
33
32
30
22
37
35
16
34
12
23
28
25
33
25
22
23
19
36
26
21
41
36
17
18
27
41
16
28
26
29
23
18
31
25
25
16
26
15
22
33
32
24
19
23
16
30
24
36
31
28
26
26
18
30
17
33
35
13
37
39
33
32
30
23
37
35
16
35
12
23
29
25
33
25
22
23
19
37
26
21
42
36
17
19
27
41
17
28
26
29
23
18
31
26
25
16
26
16
22
33
32
24
20
23
16
30
24
36
31
29
26
26
18
31
17
33
36
13
37
40
33
32
30
23
37
35
16
35
12
24
29
26
33
25
22
23
19
37
26
21
43
37
17
19
27
41
17
28
27
29
23
18
31
26
26
16
27
17
22
33
33
24
20
24
16
30
24
36
31
29
26
26
18
32
17
33
37
14
37
41
34
32
30
23
38
36
16
35
12
24
29
27
33
25
22
23
19
38
26
21
44
37
17
19
27
41
17
28
27
29
23
18
31
26
26
16
27
17
22
33
33
24
21
24
16
30
25
37
31
29
26
27
18
32
18
33
37
14
37
41
34
32
30
24
38
36
16
35
12
24
29
27
33
26
22
24
20
38
26
21
44
37
18
20
27
41
17
28
28
29
23
18
31
27
26
16
28
17
22
33
33
25
21
25
16
30
25
38
31
29
26
27
18
33
18
33
37
14
38
42
34
32
31
24
39
36
16
35
12
24
29
28
33
26
23
24
20
39
26
22
44
37
18
21
27
41
17
29
28
29
23
18
32
27
27
16
28
17
23
33
33
26
21
25
16
30
25
38
32
29
27
27
18
33
18
33
37
14
38
43
34
33
31
24
39
37
17
35
12
24
30
29
33
26
23
24
21
39
27
22
44
37
18
21
27
41
17
30
28
29
24
18
32
27
28
16
28
17
23
34
33
26
21
25
16
31
25
38
33
29
27
27
18
33
18
34
37
15
38
43
34
33
31
24
39
37
18
35
12
24
30
29
33
27
23
24
21
39
27
22
44
37
18
21
27
41
17
31
28
29
24
18
32
27
28
17
28
17
23
34
34
27
22
25
16
32
